route_id,service_id,trip_id,direction_id
R_01,SV_DAILY,TRIP_R_01_DIR0_1420,0
R_01,SV_DAILY,TRIP_R_01_DIR0_1430,0
R_01,SV_DAILY,TRIP_R_01_DIR0_1440,0
R_01,SV_DAILY,TRIP_R_01_DIR0_1450,0
R_01,SV_DAILY,TRIP_R_01_DIR0_1500,0
R_01,SV_DAILY,TRIP_R_01_DIR0_1510,0
R_01,SV_DAILY,TRIP_R_01_DIR0_1520,0
R_01,SV_DAILY,TRIP_R_01_DIR0_1530,0
R_01,SV_DAILY,TRIP_R_01_DIR0_1540,0
R_01,SV_DAILY,TRIP_R_01_DIR0_1550,0
R_01,SV_DAILY,TRIP_R_01_DIR0_1600,0
R_01,SV_DAILY,TRIP_R_01_DIR0_1610,0
R_01,SV_DAILY,TRIP_R_01_DIR0_1620,0
R_01,SV_DAILY,TRIP_R_01_DIR0_1630,0
R_01,SV_DAILY,TRIP_R_01_DIR0_1640,0
R_01,SV_DAILY,TRIP_R_01_DIR0_1650,0
R_01,SV_DAILY,TRIP_R_01_DIR0_1700,0
R_01,SV_DAILY,TRIP_R_01_DIR0_1710,0
R_01,SV_DAILY,TRIP_R_01_DIR0_1720,0
R_01,SV_DAILY,TRIP_R_01_DIR0_1730,0
R_01,SV_DAILY,TRIP_R_01_DIR0_1740,0
R_01,SV_DAILY,TRIP_R_01_DIR0_1750,0
R_01,SV_DAILY,TRIP_R_01_DIR0_1800,0
R_01,SV_DAILY,TRIP_R_01_DIR0_1810,0
R_01,SV_DAILY,TRIP_R_01_DIR0_1820,0
R_01,SV_DAILY,TRIP_R_01_DIR0_1830,0
R_01,SV_DAILY,TRIP_R_01_DIR0_1840,0
R_01,SV_DAILY,TRIP_R_01_DIR0_1850,0
R_01,SV_DAILY,TRIP_R_01_DIR0_1900,0
R_01,SV_DAILY,TRIP_R_01_DIR0_1910,0
R_01,SV_DAILY,TRIP_R_01_DIR0_1920,0
R_01,SV_DAILY,TRIP_R_01_DIR0_1930,0
R_01,SV_DAILY,TRIP_R_01_DIR0_1940,0
R_01,SV_DAILY,TRIP_R_01_DIR0_1950,0
R_01,SV_DAILY,TRIP_R_01_DIR0_2000,0
R_01,SV_DAILY,TRIP_R_01_DIR0_2010,0
R_01,SV_DAILY,TRIP_R_01_DIR0_2020,0
R_01,SV_DAILY,TRIP_R_01_DIR0_2030,0
R_01,SV_DAILY,TRIP_R_01_DIR0_2040,0
R_01,SV_DAILY,TRIP_R_01_DIR0_2050,0
R_01,SV_DAILY,TRIP_R_01_DIR0_2100,0
R_01,SV_DAILY,TRIP_R_01_DIR0_2110,0
R_01,SV_DAILY,TRIP_R_01_DIR0_2120,0
R_01,SV_DAILY,TRIP_R_01_DIR0_2130,0
R_01,SV_DAILY,TRIP_R_01_DIR0_2140,0
R_01,SV_DAILY,TRIP_R_01_DIR0_2150,0
R_01,SV_DAILY,TRIP_R_01_DIR0_2200,0
R_01,SV_DAILY,TRIP_R_01_DIR1_0500,1
R_01,SV_DAILY,TRIP_R_01_DIR1_0510,1
R_01,SV_DAILY,TRIP_R_01_DIR1_0520,1
R_01,SV_DAILY,TRIP_R_01_DIR1_0530,1
R_01,SV_DAILY,TRIP_R_01_DIR1_0540,1
R_01,SV_DAILY,TRIP_R_01_DIR1_0550,1
R_01,SV_DAILY,TRIP_R_01_DIR1_0600,1
R_01,SV_DAILY,TRIP_R_01_DIR1_0610,1
R_01,SV_DAILY,TRIP_R_01_DIR1_0620,1
R_01,SV_DAILY,TRIP_R_01_DIR1_0630,1
R_01,SV_DAILY,TRIP_R_01_DIR1_0640,1
R_01,SV_DAILY,TRIP_R_01_DIR1_0650,1
R_01,SV_DAILY,TRIP_R_01_DIR1_0700,1
R_01,SV_DAILY,TRIP_R_01_DIR1_0710,1
R_01,SV_DAILY,TRIP_R_01_DIR1_0720,1
R_01,SV_DAILY,TRIP_R_01_DIR1_0730,1
R_01,SV_DAILY,TRIP_R_01_DIR1_0740,1
R_01,SV_DAILY,TRIP_R_01_DIR1_0750,1
R_01,SV_DAILY,TRIP_R_01_DIR1_0800,1
R_01,SV_DAILY,TRIP_R_01_DIR1_0810,1
R_01,SV_DAILY,TRIP_R_01_DIR1_0820,1
R_01,SV_DAILY,TRIP_R_01_DIR1_0830,1
R_01,SV_DAILY,TRIP_R_01_DIR1_0840,1
R_01,SV_DAILY,TRIP_R_01_DIR1_0850,1
R_01,SV_DAILY,TRIP_R_01_DIR1_0900,1
R_01,SV_DAILY,TRIP_R_01_DIR1_0910,1
R_01,SV_DAILY,TRIP_R_01_DIR1_0920,1
R_01,SV_DAILY,TRIP_R_01_DIR1_0930,1
R_01,SV_DAILY,TRIP_R_01_DIR1_0940,1
R_01,SV_DAILY,TRIP_R_01_DIR1_0950,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1000,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1010,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1020,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1030,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1040,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1050,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1100,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1110,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1120,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1130,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1140,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1150,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1200,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1210,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1220,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1230,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1240,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1250,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1300,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1310,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1320,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1330,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1340,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1350,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1400,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1410,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1420,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1430,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1440,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1450,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1500,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1510,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1520,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1530,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1540,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1550,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1600,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1610,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1620,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1630,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1640,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1650,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1700,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1710,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1720,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1730,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1740,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1750,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1800,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1810,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1820,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1830,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1840,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1850,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1900,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1910,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1920,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1930,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1940,1
R_01,SV_DAILY,TRIP_R_01_DIR1_1950,1
R_01,SV_DAILY,TRIP_R_01_DIR1_2000,1
R_01,SV_DAILY,TRIP_R_01_DIR1_2010,1
R_01,SV_DAILY,TRIP_R_01_DIR1_2020,1
R_01,SV_DAILY,TRIP_R_01_DIR1_2030,1
R_01,SV_DAILY,TRIP_R_01_DIR1_2040,1
R_01,SV_DAILY,TRIP_R_01_DIR1_2050,1
R_01,SV_DAILY,TRIP_R_01_DIR1_2100,1
R_01,SV_DAILY,TRIP_R_01_DIR1_2110,1
R_01,SV_DAILY,TRIP_R_01_DIR1_2120,1
R_01,SV_DAILY,TRIP_R_01_DIR1_2130,1
R_01,SV_DAILY,TRIP_R_01_DIR1_2140,1
R_01,SV_DAILY,TRIP_R_01_DIR1_2150,1
R_01,SV_DAILY,TRIP_R_01_DIR1_2200,1
